stage,conversion_pct
conversion_select_item,76.8974
conversion_add_to_cart,11.0092
conversion_begin_checkout,4.00334
conversion_add_shipping_info,2.41868
conversion_add_payment_info,2.08507
conversion_purchase,1.25104
